"ac.ha","name","geo","sero","year","ac.na"
"CY098830","water_Xinjiang_3_2009","China","H5N1","2009.041","CY098832"
"CY098838","environment_Xinjiang_6_2009","China","H5N1","2009.041","CY098840"
"CY098845","water_Hunan_3_2009","China","H5N1","2009.041","CY098847"
"CY098853","water_Hunan_7_2009","China","H5N1","2009.041","EPI79700"
"CY098744","Guangxi_1_2009","China","H5N1","2009.049","CY098746"
"CY041910","Egypt_N00585_2009","Egypt","H5N1","2009.060","CY041911"
"CY098751","Hunan_2_2009","China","H5N1","2009.060","CY098753"
"CY080363","chicken_West_Bengal_155508_2009","India","H5N1","2009.077","CY080365"
"KX977767","mallard_duck_Netherlands_5_2009","Netherlands","H5N2","2009.088","KX978896"
"CY041912","Egypt_N00605_2009","Egypt","H5N1","2009.090","CY041913"
"KP638511","Vietnam_UT31604_1_2009","Vietnam","H5N1","2009.096","KP638517"
"CY041914","Egypt_N00606_2009","Egypt","H5N1","2009.101","CY041915"
"EPI80619","chicken_Vietnam_NCVD_281_2009","Vietnam","H5N1","2009.123","EPI80619"
"EPI80620","chicken_Vietnam_NCVD_282_2009","Vietnam","H5N1","2009.123","EPI80620"
"EPI80621","chicken_Vietnam_NCVD_283_2009","Vietnam","H5N1","2009.123","EPI80621"
"EPI80622","chicken_Vietnam_NCVD_288_2009","Vietnam","H5N1","2009.123","EPI80622"
"EPI80623","chicken_Vietnam_NCVD_289_2009","Vietnam","H5N1","2009.123","EPI80623"
"EPI80624","chicken_Vietnam_NCVD_290_2009","Vietnam","H5N1","2009.123","EPI80624"
"EPI80625","chicken_Vietnam_NCVD_291_2009","Vietnam","H5N1","2009.123","EPI80625"
"EPI80626","chicken_Vietnam_NCVD_292_2009","Vietnam","H5N1","2009.123","EPI80626"
"GU002677","goose_Egypt_0929_NLQP_2009","Egypt","H5N1","2009.123","HQ908455"
"GU002685","duck_Egypt_093L_NLQP_2009","Egypt","H5N1","2009.123","HQ908462"
"GU002688","chicken_Egypt_0962S_NLQP_2009","Egypt","H5N1","2009.123","HQ908467"
"GU002696","duck_Egypt_0990SM_NLQP_2009","Egypt","H5N1","2009.123","HM352792"
"GU002697","duck_Egypt_0971SM_NLQP_2009","Egypt","H5N1","2009.123","HQ908471"
"GU002701","turkey_Egypt_0935_NLQP_2009","Egypt","H5N1","2009.123","HQ908456"
"GU083653","chicken_West_Bengal_162642_2009","India","H5N1","2009.123","GU083655"
"EPI100254","chicken_Vietnam_NCVD_424_2009","Vietnam","H5N1","2009.129","EPI100254"
"JX021303","duck_Vietnam_ST0970_2009","Vietnam","H5N1","2009.132","JX826583"
"EPI100255","chicken_Vietnam_NCVD_425_2009","Vietnam","H5N1","2009.137","EPI100255"
"KX978287","greater_white_fronted_goose_Netherlands_4_2009","Netherlands","H5N2","2009.140","KX978719"
"EPI150197","Indonesia_NIHRD9340_2009","Indonesia","H5N1","2009.156","EPI150197"
"CY041916","Egypt_N01310_2009","Egypt","H5N1","2009.159","CY041917"
"KP322737","chicken_Egypt_N05807_CLEVB459_2009","Egypt","H5N1","2009.162","KP322745"
"CY041918","Egypt_N02039_2009","Egypt","H5N1","2009.167","CY041919"
"CY041920","Egypt_N02407_2009","Egypt","H5N1","2009.184","CY041921"
"GU083661","chicken_West_Bengal_170564_2009","India","H5N1","2009.184","GU083663"
"GQ917231","chicken_India_WB_NIV92456_2009","India","H5N1","2009.186","GQ917232"
"CY041922","Egypt_N02563_2009","Egypt","H5N1","2009.197","CY041923"
"EPI80636","chicken_Vietnam_NCVD_295_2009","Vietnam","H5N1","2009.200","EPI80636"
"EPI80637","chicken_Vietnam_NCVD_296_2009","Vietnam","H5N1","2009.200","EPI80637"
"EPI80715","duck_Vietnam_NCVD_293_2009","Vietnam","H5N1","2009.200","EPI80715"
"GU002687","chicken_Egypt_0918Q_NLQP_2009","Egypt","H5N1","2009.200","HQ908466"
"GU811721","chicken_Egypt_0956_NLQP_2009","Egypt","H5N1","2009.200","HQ908457"
"GU811734","turkey_Egypt_09206sm_NLQP_2009","Egypt","H5N1","2009.200","HM352794"
"HM352796","duck_Egypt_0984smf_NLQP_2009","Egypt","H5N1","2009.200","HM352795"
"KJ147493","chicken_Egypt_BSU_BS_R8_2009","Egypt","H5N1","2009.205","KJ147500"
"KJ147494","duck_Egypt_BSU_BS_R9_2009","Egypt","H5N1","2009.205","KJ147501"
"CY041924","Egypt_N02752_2009","Egypt","H5N1","2009.225","CY041925"
"GU371911","equine_Egypt_av1_2009","Egypt","H5N1","2009.225","GU371912"
"KJ147495","chicken_Egypt_BSU_BS_R10_2009","Egypt","H5N1","2009.225","KJ147502"
"CY080371","chicken_West_Bengal_174881_2009","India","H5N1","2009.227","CY080373"
"CY041926","Egypt_N03228_2009","Egypt","H5N1","2009.241","CY041927"
"CY041928","Egypt_N03272_2009","Egypt","H5N1","2009.247","CY041929"
"GU086232","wild_bird_Korea_A81_2009","South_Korea","H5N2","2009.260","GU086246"
"CY041930","Egypt_N03434_2009","Egypt","H5N1","2009.285","CY041931"
"GU002682","duck_Egypt_0972_NLQP_2009","Egypt","H5N1","2009.285","HQ908458"
"GU002684","chicken_Egypt_0977_NLQP_2009","Egypt","H5N1","2009.285","HQ908459"
"GU002690","chicken_Egypt_09279S_NLQP_2009","Egypt","H5N1","2009.285","HQ908468"
"GU811724","duck_Egypt_0982_NLQP_2009","Egypt","H5N1","2009.285","HQ908460"
"GU811728","duck_Egypt_09315s_NLQP_2009","Egypt","H5N1","2009.285","HQ908469"
"GU811737","goose_Egypt_09324sm_NLQP_2009","Egypt","H5N1","2009.285","HM352793"
"CY041932","Egypt_N03438_2009","Egypt","H5N1","2009.288","CY041933"
"KP638513","Vietnam_HN31676DH_2009","Vietnam","H5N1","2009.288","KP638519"
"CY041934","Egypt_N03439_2009","Egypt","H5N1","2009.293","CY041935"
"KP322738","chicken_Egypt_N05811_CLEVB521_2009","Egypt","H5N1","2009.293","KP322747"
"CY041936","Egypt_N03450_2009","Egypt","H5N1","2009.296","CY041937"
"JN055378","chicken_Vietnam_27262_2009","Vietnam","H5N1","2009.323","JN055392"
"JN055379","chicken_Vietnam_27265_2009","Vietnam","H5N1","2009.323","JN055393"
"KT762439","chicken_Guangxi_S2039_2009","China","H5N1","2009.342","KT762441"
"CY041938","Egypt_N04316_2009","Egypt","H5N1","2009.351","CY041939"
"GU366078","chicken_Egypt_0987_NLQP_2009","Egypt","H5N1","2009.359","HQ908461"
"CY041941","Egypt_N04395_2009","Egypt","H5N1","2009.362","CY041942"
"EPI120259","Egypt_4935_NAMRU3_2009","Egypt","H5N1","2009.362","EPI120259"
"AB517665","whooper_swan_Mongolia_2_2009","Mongolia","H5N1","2009.367","AB517666"
"AB517667","whooper_swan_Mongolia_8_2009","Mongolia","H5N1","2009.367","AB517668"
"AB520708","whooper_swan_Mongolia_6_2009","Mongolia","H5N1","2009.367","AB520710"
"CY063318","great_crested_grebe_Qinghai_1_2009","China","H5N1","2009.367","CY063320"
"GU002686","duck_Egypt_09224F_NLQP_2009","Egypt","H5N1","2009.367","HQ908464"
"GU002694","chicken_Egypt_09534S_NLQP_2009","Egypt","H5N1","2009.367","HQ908470"
"GU272006","chicken_West_Bengal_193936_2009","India","H5N1","2009.367","GU272008"
"KM657867","chicken_Coahuila_IA05_2009","Mexico","H5N2","2009.367","KM657869"
"CY041943","Egypt_N04396_2009","Egypt","H5N1","2009.373","CY041944"
"CY041945","Egypt_N04526_2009","Egypt","H5N1","2009.375","CY041946"
"CY041947","Egypt_N04527_2009","Egypt","H5N1","2009.375","CY041948"
"EPI120253","Egypt_9538_NAMRU3_2009","Egypt","H5N1","2009.375","EPI120253"
"CY126256","chicken_Sharkia_CAI38_2009","Egypt","H5N1","2009.381","CY126258"
"GQ917229","chicken_India_WB_NIV96526_2009","India","H5N1","2009.389","GQ917230"
"CY041949","Egypt_N04822_2009","Egypt","H5N1","2009.395","CY041950"
"CY041951","Egypt_N04823_2009","Egypt","H5N1","2009.395","CY041952"
"CY126065","chicken_Sharkia_CAI41_2009","Egypt","H5N1","2009.395","CY126067"
"CY126073","chicken_Menofia_CAI42_2009","Egypt","H5N1","2009.395","CY126075"
"CY126081","chicken_Menofia_CAI43_2009","Egypt","H5N1","2009.395","CY126083"
"CY041953","Egypt_N04979_2009","Egypt","H5N1","2009.411","CY041954"
"CY125985","chicken_Sharkia_CAI16_2009","Egypt","H5N1","2009.414","CY125987"
"KM892798","chicken_Bali_U8661_2009","Indonesia","H5N1","2009.414","KM892800"
"CY041955","Egypt_N05056_2009","Egypt","H5N1","2009.427","CY041956"
"GQ338084","black_headed_gull_Tyva_115_2009","Russia","H5N1","2009.436","GQ338085"
"GQ338087","great_crested_grebe_Tyva_120_2009","Russia","H5N1","2009.436","GQ338086"
"JF357723","chicken_Egypt_F10_2009","Egypt","H5N1","2009.438","KC815942"
"EPI80712","duck_Vietnam_NCVD_287_2009","Vietnam","H5N1","2009.452","EPI80712"
"GU477547","great_black_headed_gull_Qinghai_8_2009","China","H5N1","2009.452","GU477541"
"GU477548","brown_headed_gull_Qinghai_9_2009","China","H5N1","2009.452","GU477542"
"GU477549","brown_headed_gull_Qinghai_19_2009","China","H5N1","2009.452","GU477543"
"CY062447","Egypt_N05912_2009","Egypt","H5N1","2009.455","CY062448"
"CY099972","duck_Viet_Nam_TMU020_2009","Vietnam","H5N1","2009.455","CY103828"
"GQ386142","grebe_Tyva_3_2009","Russia","H5N1","2009.471","GQ386143"
"GQ386150","bean_goose_Tyva_10_2009","Russia","H5N1","2009.471","GQ386151"
"CY126176","chicken_Giza_CAI17_2009","Egypt","H5N1","2009.496","CY126178"
"AB521999","bar_headed_goose_Mongolia_X25_2009","Mongolia","H5N1","2009.534","AB522000"
"AB522001","common_goldeneye_Mongolia_X59_2009","Mongolia","H5N1","2009.534","AB522002"
"AB523366","bar_headed_goose_Mongolia_X54_2009","Mongolia","H5N1","2009.534","AB523367"
"AB523368","ruddy_shelduck_Mongolia_X63_2009","Mongolia","H5N1","2009.534","AB523369"
"AB523759","ruddy_shelduck_Mongolia_X42_2009","Mongolia","H5N1","2009.534","AB523761"
"AB523775","common_goldeneye_Mongolia_X60_2009","Mongolia","H5N1","2009.534","AB523777"
"EPI80711","duck_Vietnam_NCVD_343_2009","Vietnam","H5N1","2009.534","EPI80711"
"CY094645","mallard_California_5502_2009","USA","H5N2","2009.556","CY094647"
"CY094693","mallard_California_5319_2009","USA","H5N2","2009.556","CY094695"
"CY094725","mallard_California_5491_2009","USA","H5N2","2009.556","CY094727"
"CY094653","mallard_California_5149_2009","USA","H5N2","2009.562","CY094655"
"CY094661","mallard_California_5174_2009","USA","H5N2","2009.562","CY094663"
"CY094013","mallard_California_5219_2009","USA","H5N2","2009.567","CY094015"
"CY094581","mallard_California_5212_2009","USA","H5N2","2009.567","CY094583"
"CY094589","mallard_California_5222_2009","USA","H5N2","2009.567","CY094591"
"CY094733","mallard_California_5191_2009","USA","H5N2","2009.567","CY094735"
"CY120707","mallard_California_5197_2009","USA","H5N2","2009.567","CY120709"
"CY094597","mallard_California_5250_2009","USA","H5N2","2009.570","CY094599"
"CY094613","mallard_California_5276_2009","USA","H5N2","2009.573","CY094615"
"CY094629","mallard_California_5296_2009","USA","H5N2","2009.573","CY094631"
"KF501052","herring_gull_Mongolia_616T2_2009","Mongolia","H5N1","2009.573","KF667694"
"CY062451","Egypt_N07908_2009","Egypt","H5N1","2009.575","CY062452"
"CY062453","Egypt_N08835_2009","Egypt","H5N1","2009.581","CY062454"
"KF501061","herring_gull_Mongolia_834T2_2009","Mongolia","H5N1","2009.581","KF667722"
"CY094709","mallard_California_5359_2009","USA","H5N2","2009.589","CY094711"
"CY094717","mallard_California_5386_2009","USA","H5N2","2009.589","CY094719"
"JQ041399","duck_Hebei_0908_2009","China","H5N2","2009.619","JQ041407"
"MF359882","mallard_Alberta_383_2009","Canada","H5N5","2009.638","MF359876"
"CY062455","Egypt_N09174_2009","Egypt","H5N1","2009.649","CY062456"
"CY126104","chicken_Sharkia_CAI3_2009","Egypt","H5N1","2009.666","CY126106"
"EPI169392","Chicken_Shandong_J01_2009","China","H5N1","2009.666","EPI169392"
"EPI169393","Chicken_Shandong_J02_2009","China","H5N1","2009.666","EPI169393"
"EPI169416","Chicken_Shandong_J03_2009","China","H5N1","2009.666","EPI169416"
"EPI169417","Chicken_Shandong_J04_2009","China","H5N1","2009.666","EPI169417"
"EPI169418","Chicken_Shandong_J05_2009","China","H5N1","2009.666","EPI169418"
"EPI169419","Chicken_Shandong_J06_2009","China","H5N1","2009.666","EPI169419"
"EPI169420","Duck_Shandong_Y01_2009","China","H5N1","2009.666","EPI169420"
"EPI169421","Duck_Shandong_Y02_2009","China","H5N1","2009.666","EPI169421"
"JQ737229","mallard_Czech_Republic_15008_11K_2009","Czech_Republic","H5N3","2009.688","JQ737231"
"KX979575","Eurasian_wigeon_Netherlands_1_2009","Netherlands","H5N2","2009.693","KX977926"
"JF510041","wild_duck_Korea_CSM4_12_2009","South_Korea","H5N1","2009.704","JF510047"
"JN714467","chicken_Egypt_VSVRI_2009","Egypt","H5N1","2009.704","HQ207643"
"JX497768","wild_duck_Korea_SNU50_5_2009","South_Korea","H5N1","2009.737","JX497770"
"CY126018","chicken_Menofia_CAI28_2009","Egypt","H5N1","2009.748","CY126020"
"CY126026","chicken_Menofia_CAI29_2009","Egypt","H5N1","2009.748","CY126028"
"CY097350","mallard_Wisconsin_2576_2009","USA","H5N1","2009.762","CY097352"
"CY099970","duck_Viet_Nam_TMU018_2009","Vietnam","H5N1","2009.762","CY103824"
"CY099971","duck_Viet_Nam_TMU019_2009","Vietnam","H5N1","2009.762","CY103826"
"EPI100256","muscovy_duck_Vietnam_NCVD_426_2009","Vietnam","H5N1","2009.775","EPI100256"
"CY095704","duck_Viet_Nam_TMU026_2009","Vietnam","H5N1","2009.778","CY095705"
"CY099975","duck_Viet_Nam_TMU027_2009","Vietnam","H5N1","2009.778","CY103834"
"CY099976","duck_Viet_Nam_TMU028_2009","Vietnam","H5N1","2009.778","CY103836"
"CY099977","duck_Viet_Nam_TMU029_2009","Vietnam","H5N1","2009.778","CY103838"
"JX673924","duck_Japan_9UO036_2009","Japan","H5N2","2009.786","JX673923"
"JX673937","duck_Japan_9UO025_2009","Japan","H5N2","2009.786","JX673936"
"CY097176","mallard_Illinois_3974_2009","USA","H5N2","2009.792","CY097178"
"CY095695","duck_Viet_Nam_TMU021_2009","Vietnam","H5N1","2009.816","CY095696"
"CY095698","duck_Viet_Nam_TMU022_2009","Vietnam","H5N1","2009.816","CY095699"
"CY099973","duck_Viet_Nam_TMU023_2009","Vietnam","H5N1","2009.816","CY103830"
"KX978032","mallard_duck_Netherlands_19_2009","Netherlands","H5N3","2009.816","KX978963"
"KX978388","mallard_duck_Netherlands_20_2009","Netherlands","H5N3","2009.816","KX977757"
"JX566045","mallard_Sweden_100628_2009","Sweden","H5N3","2009.819","JX566229"
"CY126010","chicken_Sharkia_CAI27_2009","Egypt","H5N1","2009.833","CY126012"
"JX566050","mallard_Sweden_101020_2009","Sweden","H5N9","2009.838","JX566234"
"JX566052","mallard_Sweden_101142_2009","Sweden","H5N2","2009.841","JX566236"
"JX673930","duck_Japan_9UO139_2009","Japan","H5N2","2009.841","JX673929"
"JX566053","mallard_Sweden_101224_2009","Sweden","H5N9","2009.844","JX566237"
"JX566054","mallard_Sweden_101226_2009","Sweden","H5N3","2009.844","JX566238"
"JX566055","mallard_Sweden_101288_2009","Sweden","H5N3","2009.847","JX566239"
"CY097237","environment_Indiana_3596_2009","USA","H5N2","2009.866","CY097239"
"CY097245","environment_Indiana_3599_2009","USA","H5N2","2009.866","CY097247"
"CY097253","environment_Indiana_3607_2009","USA","H5N2","2009.866","CY097255"
"CY097261","environment_Indiana_3610_2009","USA","H5N2","2009.866","CY097263"
"JX566071","mallard_Sweden_102063_2009","Sweden","H5N3","2009.874","JX566255"
"KY584075","aquatic_bird_Korea_CN2_2009","South_Korea","H5N2","2009.882","KY584077"
"CY062459","Egypt_N11981_2009","Egypt","H5N1","2009.890","CY062460"
"CY095701","chicken_Viet_Nam_TMU025_2009","Vietnam","H5N1","2009.907","CY095702"
"CY099974","duck_Viet_Nam_TMU024_2009","Vietnam","H5N1","2009.940","CY103832"
"CY062462","Egypt_N15262_2009","Egypt","H5N1","2009.953","CY062463"
"EPI70400","goose_Germany_R3160_09","Germany","H5N2","2009.953","EPI70400"
"JQ973670","goose_Shandong_k1204_2009","China","H5N5","2009.956","JQ973672"
"EPI165808","duck_Bangladesh_1559_2009","Bangladesh","H5N2","2009.962","EPI165808"
"JN588811","chicken_Cambodia_TLC1_2009","Cambodia","H5N1","2009.962","JN588841"
"JN588812","chicken_Cambodia_TLC2_2009","Cambodia","H5N1","2009.962","JN588842"
"EPI141264","chicken_Bangladesh_0912_2010","Bangladesh","H5N1","2010.008","EPI141264"
"EPI141265","chicken_Bangladesh_1012_2010","Bangladesh","H5N1","2010.008","EPI141265"
"JQ973678","quail_Jiangsu_k0104_2010","China","H5N5","2010.019","JQ973680"
"KP872890","quail_Vietnam_CVVI_49_2010","Vietnam","H5N1","2010.025","KP872891"
"CY062464","Egypt_N00269_2010","Egypt","H5N1","2010.027","CY062465"
"EPI81483","chicken_Egypt_2095_68_2010","Egypt","H5N1","2010.027","EPI81483"
"CY061294","chicken_West_Bengal_239020_2010","India","H5N1","2010.030","CY061296"
"CY061302","chicken_West_Bengal_239022_2010","India","H5N1","2010.030","CY061304"
"CY062466","Egypt_N00270_2010","Egypt","H5N1","2010.030","CY062467"
"EPI141266","chicken_Bangladesh_0411_2010","Bangladesh","H5N1","2010.030","EPI141266"
"EPI144902","guinea_fowl_Italy_10VIR_218_134_2010","Italy","H5N2","2010.030","EPI144902"
"KF881531","chicken_Egypt_Q1090E_2010","Egypt","H5N1","2010.033","KF881533"
"KF881632","chicken_Egypt_Q1089E_2010","Egypt","H5N1","2010.033","KF881634"
"EPI81476","chicken_Egypt_1553_26_2010","Egypt","H5N1","2010.038","EPI81476"
"EPI81489","chicken_Egypt_3982_4_2010","Egypt","H5N1","2010.038","EPI81489"
"HQ198261","chicken_Egypt_1029_2010","Egypt","H5N1","2010.038","HQ908473"
"HQ198262","chicken_Egypt_1031_2010","Egypt","H5N1","2010.038","HQ908474"
"JQ609542","chicken_Bangladesh_BL_470_2010","Bangladesh","H5N1","2010.038","KF597845"
"CY090116","chicken_India_241272_2010","India","H5N1","2010.047","CY090118"
"EPI81487","chicken_Egypt_3982_2_2010","Egypt","H5N1","2010.066","EPI81487"
"HM590781","environment_Thailand_ICRC_6670_2010","Thailand","H5N1","2010.068","HM590783"
"JQ973686","goose_Guangdong_k0103_2010","China","H5N5","2010.071","JQ973688"
"KF881362","chicken_Egypt_Q1118D_2010","Egypt","H5N1","2010.071","KF881364"
"KF881582","chicken_Egypt_Q1112E_2010","Egypt","H5N1","2010.071","KF881584"
"JN588815","chicken_Cambodia_TKCMB5T_2010","Cambodia","H5N1","2010.074","JN588845"
"JN588816","chicken_Cambodia_TKCMB8F_2010","Cambodia","H5N1","2010.074","JN588846"
"JN588817","chicken_Cambodia_TKCMB1F_2010","Cambodia","H5N1","2010.074","JN588847"
"KX978688","greater_white_fronted_goose_Netherlands_2_2010","Netherlands","H5N2","2010.077","KX978932"
"MF146146","white_fronted_goose_Netherlands_3_2010","Netherlands","H5N2","2010.077","MF147397"
"CY096672","blue_winged_teal_Guatemala_CIP049_12_2010","Guatemala","H5N4","2010.082","CY096674"
"CY096680","blue_winged_teal_Guatemala_CIP049_13_2010","Guatemala","H5N4","2010.082","CY096682"
"CY096704","blue_winged_teal_Guatemala_CIP049_08_2010","Guatemala","H5N3","2010.082","CY096706"
"CY096720","blue_winged_teal_Guatemala_CIP049_09_2010","Guatemala","H5N3","2010.082","CY096722"
"EPI81482","chicken_Egypt_2095_65_2010","Egypt","H5N1","2010.082","EPI81482"
"EPI81488","chicken_Egypt_3982_3_2010","Egypt","H5N1","2010.085","EPI81488"
"CY062468","Egypt_N01360_2010","Egypt","H5N1","2010.088","CY062469"
"EPI81505","chicken_Egypt_3982_78_2010","Egypt","H5N1","2010.088","EPI81505"
"KF881467","chicken_Egypt_Q1182E_2010","Egypt","H5N1","2010.090","KF881469"
"CY062470","Egypt_N01644_2010","Egypt","H5N1","2010.101","CY062471"
"KY989969","chicken_Taiwan_CH_A1029_2010","Taiwan","H5N2","2010.107","KY989970"
"JN588818","duck_Cambodia_TK007D1C_2010","Cambodia","H5N1","2010.110","JN588848"
"JN588819","duck_Cambodia_TK007D5T_2010","Cambodia","H5N1","2010.110","JN588849"
"JQ638673","chicken_Jiangsu_k0402_2010","China","H5N1","2010.110","JQ638677"
"JQ638674","goose_Jiangsu_k0403_2010","China","H5N1","2010.110","JQ638678"
"CY062472","Egypt_N01982_2010","Egypt","H5N1","2010.115","CY062473"
"JN588813","duck_Cambodia_TK05D8T_2010","Cambodia","H5N1","2010.115","JN588843"
"JN588814","duck_Cambodia_TK05D12T_2010","Cambodia","H5N1","2010.115","JN588844"
"CY062476","Egypt_N02127_2010","Egypt","H5N1","2010.118","CY062477"
"CY062474","Egypt_N02038_2010","Egypt","H5N1","2010.123","CY062475"
"EPI80627","chicken_Vietnam_NCVD_394_2010","Vietnam","H5N1","2010.123","EPI80627"
"EPI80628","chicken_Vietnam_NCVD_395_2010","Vietnam","H5N1","2010.123","EPI80628"
"EPI80629","chicken_Vietnam_NCVD_396_2010","Vietnam","H5N1","2010.123","EPI80629"
"EPI80630","chicken_Vietnam_NCVD_397_2010","Vietnam","H5N1","2010.123","EPI80630"
"EPI80710","ngan_Vietnam_NCVD_420_2010","Vietnam","H5N1","2010.123","EPI80710"
"EPI81472","chicken_Egypt_1553_1_2010","Egypt","H5N1","2010.123","EPI81472"
"EPI81473","chicken_Egypt_1553_6_2010","Egypt","H5N1","2010.123","EPI81473"
"EPI81474","chicken_Egypt_1553_13_2010","Egypt","H5N1","2010.123","EPI81474"
"EPI81475","chicken_Egypt_1553_15_2010","Egypt","H5N1","2010.123","EPI81475"
"EPI81477","chicken_Egypt_1553_28_2010","Egypt","H5N1","2010.123","EPI81477"
"EPI81478","chicken_Egypt_2095_39_2010","Egypt","H5N1","2010.123","EPI81478"
"HQ198263","chicken_Egypt_1034_2010","Egypt","H5N1","2010.123","HQ908475"
"HQ198264","chicken_Egypt_1035_2010","Egypt","H5N1","2010.123","HQ908476"
"HQ198266","chicken_Egypt_1042_2010","Egypt","H5N1","2010.123","HQ908477"
"HQ198268","chicken_Egypt_1055_2010","Egypt","H5N1","2010.123","HQ908478"
"HQ198271","duck_Egypt_1011d_2010","Egypt","H5N1","2010.123","HQ908481"
"HQ198272","duck_Egypt_101565v_2010","Egypt","H5N1","2010.123","HQ908490"
